Entity,Code,Year,Gas Consumption - TWh
Central America,,2002,0
Central America,,2003,0
Central America,,2004,0
Central America,,2005,0
Central America,,2006,0
Central America,,2007,0
Central America,,2008,0
Central America,,2009,0
Central America,,2010,0
Central America,,2011,0
Central America,,2012,0
Central America,,2013,0
Central America,,2014,0
Central America,,2015,0
Central America,,2016,0
Central America,,2017,0
Central America,,2018,1.8176505555555555
Central America,,2019,4.792798888888889
Central America,,2020,3.5548761111111107
Chile,CHL,1965,6.1778
Chile,CHL,1966,6.4515
Chile,CHL,1967,5.718375
Chile,CHL,1968,4.8875
Chile,CHL,1969,6.43195
Chile,CHL,1970,6.422175
Chile,CHL,1971,6.54925
Chile,CHL,1972,5.96275
Chile,CHL,1973,4.682225
Chile,CHL,1974,4.877725
Chile,CHL,1975,5.53265
Chile,CHL,1976,6.04095
Chile,CHL,1977,6.2169
Chile,CHL,1978,5.806349999999999
Chile,CHL,1979,6.871825
Chile,CHL,1980,7.037999999999999
Chile,CHL,1981,6.930475
Chile,CHL,1982,7.174849999999999
Chile,CHL,1983,7.7418
Chile,CHL,1984,7.91775
Chile,CHL,1985,7.907975
Chile,CHL,1986,7.2335
Chile,CHL,1987,7.0184500000000005
Chile,CHL,1988,9.862975
Chile,CHL,1989,15.38585
Chile,CHL,1990,16.51975
Chile,CHL,1991,19.455826944444446
Chile,CHL,1992,21.76205611111111
Chile,CHL,1993,22.534036666666665
Chile,CHL,1994,21.734143888888887
Chile,CHL,1995,20.82700388888889
Chile,CHL,1996,21.166600000000003
Chile,CHL,1997,28.79936888888889
Chile,CHL,1998,39.77111111111111
Chile,CHL,1999,54.328381944444445
Chile,CHL,2000,70.14053
Chile,CHL,2001,79.50151694444445
Chile,CHL,2002,80.17722
Chile,CHL,2003,86.73886611111112
Chile,CHL,2004,94.15018166666668
Chile,CHL,2005,91.07757722222222
Chile,CHL,2006,84.28349861111111
Chile,CHL,2007,49.68103388888888
Chile,CHL,2008,27.651488055555557
Chile,CHL,2009,27.94921611111111
Chile,CHL,2010,57.39753888888888
Chile,CHL,2011,58.365155
Chile,CHL,2012,53.00837694444444
Chile,CHL,2013,53.12584
Chile,CHL,2014,43.989311944444445
Chile,CHL,2015,48.24285666666667
Chile,CHL,2016,59.16300777777777
Chile,CHL,2017,56.14596944444444
Chile,CHL,2018,56.36669055555556
Chile,CHL,2019,65.13059361111111
Chile,CHL,2020,61.220039444444446
China,CHN,1965,11.086528888888887
China,CHN,1966,13.505408055555554
China,CHN,1967,14.7148475
China,CHN,1968,14.110127777777778
China,CHN,1969,19.754178888888887
China,CHN,1970,28.92576194444444
China,CHN,1971,37.69419861111111
China,CHN,1972,48.7807275
China,CHN,1973,60.27040305555556
China,CHN,1974,75.89233027777777
China,CHN,1975,89.19616527777777
China,CHN,1976,101.79449361111112
China,CHN,1977,122.1533922222222
China,CHN,1978,138.38003944444444
China,CHN,1979,146.2413963888889
China,CHN,1980,143.82251722222225
China,CHN,1981,128.40216333333333
China,CHN,1982,120.23844638888887
China,CHN,1983,123.06047194444444
China,CHN,1984,125.27777777777776
China,CHN,1985,130.31710916666668
China,CHN,1986,138.68239916666667
China,CHN,1987,139.9926252777778
China,CHN,1988,143.72173055555555
China,CHN,1989,151.67379555555553
China,CHN,1990,154.1833825
China,CHN,1991,156.11848583333335
China,CHN,1992,159.14208444444444
China,CHN,1993,168.9687808333333
China,CHN,1994,176.97123888888888
China,CHN,1995,178.79547694444446
China,CHN,1996,187.36234027777775
China,CHN,1997,197.9852508333333
China,CHN,1998,204.1634711111111
China,CHN,1999,216.63077666666663
China,CHN,2000,246.95747305555557
China,CHN,2001,276.4577188888889
China,CHN,2002,294.13569333333334
China,CHN,2003,341.74729583333334
China,CHN,2004,399.8397
China,CHN,2005,469.7510819444444
China,CHN,2006,577.8375708333334
China,CHN,2007,710.7789880555556
China,CHN,2008,819.3290588888889
China,CHN,2009,902.2402997222222
China,CHN,2010,1088.740548888889
China,CHN,2011,1351.6287213888888
China,CHN,2012,1508.7758216666668
China,CHN,2013,1718.78542
China,CHN,2014,1883.6313558333331
China,CHN,2015,1946.8952802777776
China,CHN,2016,2094.4108883333333
China,CHN,2017,2412.51942
China,CHN,2018,2839.2499999999995
China,CHN,2019,3083.768436111111
China,CHN,2020,3305.7997638888887
Colombia,COL,1965,8.95125
Colombia,COL,1966,9.33625
Colombia,COL,1967,11.55
Colombia,COL,1968,11.771375
Colombia,COL,1969,12.8541875
Colombia,COL,1970,12.49325
Colombia,COL,1971,13.0045
Colombia,COL,1972,15.88525
Colombia,COL,1973,16.46
Colombia,COL,1974,17.12575
Colombia,COL,1975,16.14225
Colombia,COL,1976,17.2045
Colombia,COL,1977,19.25475
Colombia,COL,1978,23.85075
Colombia,COL,1979,25.7215
Colombia,COL,1980,28.3715
Colombia,COL,1981,30.6345
Colombia,COL,1982,33.03125
Colombia,COL,1983,36.55975
Colombia,COL,1984,36.30575
Colombia,COL,1985,36.43225
Colombia,COL,1986,37.07075
Colombia,COL,1987,37.63625
Colombia,COL,1988,37.77825
Colombia,COL,1989,36.059
Colombia,COL,1990,37.4195
Colombia,COL,1991,38.5825
Colombia,COL,1992,37.96575
Colombia,COL,1993,39.41675
Colombia,COL,1994,38.9965
Colombia,COL,1995,41.4725
Colombia,COL,1996,45.10275
Colombia,COL,1997,56.74
Colombia,COL,1998,65.88625
Colombia,COL,1999,56.909
Colombia,COL,2000,57.35807361111111
Colombia,COL,2001,59.38993111111111
Colombia,COL,2002,59.986815
Colombia,COL,2003,57.49979944444445
Colombia,COL,2004,61.34820027777778
Colombia,COL,2005,64.46344277777779
Colombia,COL,2006,67.64682277777777
Colombia,COL,2007,71.61634222222222
Colombia,COL,2008,72.75114444444445
Colombia,COL,2009,83.79319694444445
Colombia,COL,2010,87.45137777777778
Colombia,COL,2011,85.14971444444444
Colombia,COL,2012,94.65897666666667
Colombia,COL,2013,104.77255472222222
Colombia,COL,2014,113.84061861111113
Colombia,COL,2015,112.1172938888889
Colombia,COL,2016,120.96562194444444
Colombia,COL,2017,123.66002944444443
Colombia,COL,2018,132.10117583333334
Colombia,COL,2019,134.46443666666667
Colombia,COL,2020,139.2593938888889
Croatia,HRV,1990,25.52275
Croatia,HRV,1991,23.636
Croatia,HRV,1992,24.5005
Croatia,HRV,1993,25.8685
Croatia,HRV,1994,24.339
Croatia,HRV,1995,22.495
Croatia,HRV,1996,25.20725
Croatia,HRV,1997,26.12975
Croatia,HRV,1998,25.118
Croatia,HRV,1999,25.4675
Croatia,HRV,2000,25.6955
Croatia,HRV,2001,26.925
Croatia,HRV,2002,27.567
Croatia,HRV,2003,27.40175
Croatia,HRV,2004,28.41833333333333
Croatia,HRV,2005,27.482388888888888
Croatia,HRV,2006,27.17922222222222
Croatia,HRV,2007,31.22994444444444
Croatia,HRV,2008,30.27038888888889
Croatia,HRV,2009,27.94988888888889
Croatia,HRV,2010,30.614166666666662
Croatia,HRV,2011,29.891666666666666
Croatia,HRV,2012,28.066055555555558
Croatia,HRV,2013,26.537944444444445
Croatia,HRV,2014,23.485711111111108
Croatia,HRV,2015,24.212311111111116
Croatia,HRV,2016,25.24353333333333
Croatia,HRV,2017,28.996669444444446
Croatia,HRV,2018,26.65836666666667
Croatia,HRV,2019,27.98142222222222
Croatia,HRV,2020,29.0011375
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Czechia,CZE,1965,4.2905
Czechia,CZE,1966,4.49025
Czechia,CZE,1967,5.39375
Czechia,CZE,1968,6.65125
Czechia,CZE,1969,7.294
Czechia,CZE,1970,8.0125
Czechia,CZE,1971,9.955
Czechia,CZE,1972,10.8105
Czechia,CZE,1973,11.8725
Czechia,CZE,1974,14.47525
Czechia,CZE,1975,16.572
Czechia,CZE,1976,18.29625
Czechia,CZE,1977,20.793
Czechia,CZE,1978,23.299
Czechia,CZE,1979,26.14075
Czechia,CZE,1980,30.11125
Czechia,CZE,1981,30.2075
Czechia,CZE,1982,31.99775
Czechia,CZE,1983,37.54175
Czechia,CZE,1984,39.96025
Czechia,CZE,1985,49.0635
Czechia,CZE,1986,51.846
Czechia,CZE,1987,56.556
Czechia,CZE,1988,56.916250000000005
Czechia,CZE,1989,58.73775
Czechia,CZE,1990,61.03075
Czechia,CZE,1991,58.88975
Czechia,CZE,1992,67.4505
Czechia,CZE,1993,68.93175
Czechia,CZE,1994,67.32974999999999
Czechia,CZE,1995,76.19525
Czechia,CZE,1996,87.687
Czechia,CZE,1997,89.18875
Czechia,CZE,1998,89.38025
Czechia,CZE,1999,89.8605
Czechia,CZE,2000,87.22675000000001
Czechia,CZE,2001,93.414
Czechia,CZE,2002,90.2725
Czechia,CZE,2003,91.20475
Czechia,CZE,2004,90.57325
Czechia,CZE,2005,89.59100000000001
Czechia,CZE,2006,88.31275
Czechia,CZE,2007,84.1855
Czechia,CZE,2008,83.42824999999999
Czechia,CZE,2009,79.1335
Czechia,CZE,2010,93.84875
Czechia,CZE,2011,79.1905
Czechia,CZE,2012,79.7365
Czechia,CZE,2013,80.78675
Czechia,CZE,2014,71.898
Czechia,CZE,2015,75.3945
Czechia,CZE,2016,81.59975
Czechia,CZE,2017,83.74775
Czechia,CZE,2018,79.82825
Czechia,CZE,2019,83.24950000000001
Czechia,CZE,2020,84.62375
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.14595
Denmark,DNK,1984,1.178025
Denmark,DNK,1985,6.7137
Denmark,DNK,1986,11.9679
Denmark,DNK,1987,15.189225
Denmark,DNK,1988,18.525225
Denmark,DNK,1989,19.74495
Denmark,DNK,1990,21.048075
Denmark,DNK,1991,24.29581444444444
Denmark,DNK,1992,25.54621111111111
Denmark,DNK,1993,28.707319166666668
Denmark,DNK,1994,32.078043611111106
Denmark,DNK,1995,37.14420416666666
Denmark,DNK,1996,43.75494416666666
Denmark,DNK,1997,45.71891055555555
Denmark,DNK,1998,49.29798222222222
Denmark,DNK,1999,51.69367611111111
Denmark,DNK,2000,51.01935083333333
Denmark,DNK,2001,53.31487
Denmark,DNK,2002,53.81795527777778
Denmark,DNK,2003,54.40917638888889
Denmark,DNK,2004,54.15029305555556
Denmark,DNK,2005,52.00558222222222
Denmark,DNK,2006,52.9829075
Denmark,DNK,2007,47.48961305555555
Denmark,DNK,2008,47.716099444444446
Denmark,DNK,2009,45.82792277777777
Denmark,DNK,2010,51.83978527777778
Denmark,DNK,2011,43.47364555555556
Denmark,DNK,2012,40.60289222222222
Denmark,DNK,2013,38.297825
Denmark,DNK,2014,32.89438222222222
Denmark,DNK,2015,33.092526111111106
Denmark,DNK,2016,33.65253277777778
Denmark,DNK,2017,32.16213333333333
Denmark,DNK,2018,31.209858333333333
Denmark,DNK,2019,28.97777833333333
Denmark,DNK,2020,23.2396225
Eastern Africa,,1965,0
Eastern Africa,,1966,0.00925
Eastern Africa,,1967,0.00925
Eastern Africa,,1968,0.00925
Eastern Africa,,1969,0.00925
Eastern Africa,,1970,0.00925
Eastern Africa,,1971,0.00925
Eastern Africa,,1972,0.00925
Eastern Africa,,1973,0.00925
Eastern Africa,,1974,0.00925
Eastern Africa,,1975,0.00925
Eastern Africa,,1976,0.00925
Eastern Africa,,1977,0.00925
Eastern Africa,,1978,0.00925
Eastern Africa,,1979,0.01
Eastern Africa,,1980,0.0104999999999999
Eastern Africa,,1981,0.01
Eastern Africa,,1982,0.0104999999999999
Eastern Africa,,1983,0.0104999999999999
Eastern Africa,,1984,0.004
Eastern Africa,,1985,0.00375
Eastern Africa,,1986,0.0025
Eastern Africa,,1987,0.001
Eastern Africa,,1988,0.0017499999999999
Eastern Africa,,1989,0.00125
Eastern Africa,,1990,0.0015
Eastern Africa,,1991,0.00125
Eastern Africa,,1992,0.003
Eastern Africa,,1993,0.00325
Eastern Africa,,1994,0.00325
Eastern Africa,,1995,0.005
Eastern Africa,,1996,0.005
Eastern Africa,,1997,0.0057499999999999
Eastern Africa,,1998,0.0135833333333333
Eastern Africa,,1999,0.0194444444444444
Eastern Africa,,2000,0.0231388888888888
Eastern Africa,,2001,0.0213055555555555
Eastern Africa,,2002,0.02625
Eastern Africa,,2003,0.0295652777777777
Eastern Africa,,2004,1.256740277777778
Eastern Africa,,2005,4.1974841666666665
Eastern Africa,,2006,5.193444166666667
Eastern Africa,,2007,5.789238888888889
Eastern Africa,,2008,6.154859166666666
Eastern Africa,,2009,7.269698055555556
Eastern Africa,,2010,8.438041944444445
Eastern Africa,,2011,9.550317222222224
Eastern Africa,,2012,10.991391944444445
Eastern Africa,,2013,11.424062777777776
Eastern Africa,,2014,12.551069166666666
Eastern Africa,,2015,16.079248888888888
Eastern Africa,,2016,20.34894555555556
Eastern Africa,,2017,19.962861944444445
Eastern Africa,,2018,20.810834166666663
Eastern Africa,,2019,23.74510722222222
Eastern Africa,,2020,23.215669166666668
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0.6978
Ecuador,ECU,1971,0.6978
Ecuador,ECU,1972,1.01181
Ecuador,ECU,1973,0.5815
Ecuador,ECU,1974,1.163
Ecuador,ECU,1975,1.45375
Ecuador,ECU,1976,1.3258199999999998
Ecuador,ECU,1977,0.84899
Ecuador,ECU,1978,0.87225
Ecuador,ECU,1979,0.62802
Ecuador,ECU,1980,0.48846
Ecuador,ECU,1981,0.79084
Ecuador,ECU,1982,1.02344
Ecuador,ECU,1983,1.26767
Ecuador,ECU,1984,1.82591
Ecuador,ECU,1985,1.8608
Ecuador,ECU,1986,1.84917
Ecuador,ECU,1987,1.72124
Ecuador,ECU,1988,2.01199
Ecuador,ECU,1989,1.59331
Ecuador,ECU,1990,2.61675
Ecuador,ECU,1991,3.20988
Ecuador,ECU,1992,3.22151
Ecuador,ECU,1993,3.70997
Ecuador,ECU,1994,3.34944
Ecuador,ECU,1995,3.23314
Ecuador,ECU,1996,3.43085
Ecuador,ECU,1997,3.12847
Ecuador,ECU,1998,3.18662
Ecuador,ECU,1999,3.00054
Ecuador,ECU,2000,3.2680299999999995
Ecuador,ECU,2001,3.32618
Ecuador,ECU,2002,1.324207222222222
Ecuador,ECU,2003,2.3108555555555554
Ecuador,ECU,2004,5.378898888888889
Ecuador,ECU,2005,5.522698888888889
Ecuador,ECU,2006,6.034419722222221
Ecuador,ECU,2007,5.468308611111111
Ecuador,ECU,2008,4.987915
Ecuador,ECU,2009,5.878689166666666
Ecuador,ECU,2010,6.1890225
Ecuador,ECU,2011,5.607563611111111
Ecuador,ECU,2012,7.489686111111111
Ecuador,ECU,2013,8.5118175
Ecuador,ECU,2014,8.725520555555555
Ecuador,ECU,2015,8.210332222222222
Ecuador,ECU,2016,8.863090833333333
Ecuador,ECU,2017,8.232370277777777
Ecuador,ECU,2018,7.072338888888889
Ecuador,ECU,2019,6.320509166666667
Ecuador,ECU,2020,5.458160555555555
Egypt,EGY,1965,0.471625
Egypt,EGY,1966,0.5389999999999999
Egypt,EGY,1967,0.5389999999999999
Egypt,EGY,1968,0.5389999999999999
Egypt,EGY,1969,0.683375
Egypt,EGY,1970,0.818125
Egypt,EGY,1971,0.818125
Egypt,EGY,1972,0.683375
Egypt,EGY,1973,0.5486249999999999
Egypt,EGY,1974,0.5775
Egypt,EGY,1975,0.48125
Egypt,EGY,1976,3.6575
Egypt,EGY,1977,4.427499999999999
Egypt,EGY,1978,7.1225
Egypt,EGY,1979,10.78
Egypt,EGY,1980,20.9825
Egypt,EGY,1981,23.485
Egypt,EGY,1982,25.69875
Egypt,EGY,1983,30.12625
Egypt,EGY,1984,38.6925
Egypt,EGY,1985,47.45125
Egypt,EGY,1986,54.67
Egypt,EGY,1987,60.44499999999999
Egypt,EGY,1988,66.60499999999999
Egypt,EGY,1989,74.4975
Egypt,EGY,1990,77.67375000000001
Egypt,EGY,1991,87.395
Egypt,EGY,1992,94.5175
Egypt,EGY,1993,108.66625
Egypt,EGY,1994,115.5
Egypt,EGY,1995,121.275
Egypt,EGY,1996,125.125
Egypt,EGY,1997,128.975
Egypt,EGY,1998,131.86249999999998
Egypt,EGY,1999,157.85
Egypt,EGY,2000,192.5
Egypt,EGY,2001,235.8125
Egypt,EGY,2002,255.0625
Egypt,EGY,2003,285.86249999999995
Egypt,EGY,2004,305.1125
Egypt,EGY,2005,304.15
Egypt,EGY,2006,351.3125
Egypt,EGY,2007,369.215
Egypt,EGY,2008,393.085
Egypt,EGY,2009,409.4475
Egypt,EGY,2010,434.18375
Egypt,EGY,2011,477.5925
Egypt,EGY,2012,506.37125
Egypt,EGY,2013,495.01375
Egypt,EGY,2014,462.187495
Egypt,EGY,2015,460.1877088888888
Egypt,EGY,2016,493.541125
Egypt,EGY,2017,559.3414144444445
Egypt,EGY,2018,595.9460925000001
Egypt,EGY,2019,589.4538555555556
Egypt,EGY,2020,578.0411008333333
Estonia,EST,1985,10.48623388888889
Estonia,EST,1986,9.530358888888887
Estonia,EST,1987,10.325344166666667
Estonia,EST,1988,11.120329444444444
Estonia,EST,1989,11.120329444444444
Estonia,EST,1990,14.21525
Estonia,EST,1991,14.27375
Estonia,EST,1992,8.34525
Estonia,EST,1993,4.1365
Estonia,EST,1994,5.94075
Estonia,EST,1995,6.7745
Estonia,EST,1996,7.470999999999999
Estonia,EST,1997,7.2595
Estonia,EST,1998,6.89
Estonia,EST,1999,6.6975
Estonia,EST,2000,7.69925
Estonia,EST,2001,8.2625
Estonia,EST,2002,6.9285
Estonia,EST,2003,7.908749999999999
Estonia,EST,2004,9.008
Estonia,EST,2005,9.30025
Estonia,EST,2006,9.39875
Estonia,EST,2007,9.343
Estonia,EST,2008,8.961
Estonia,EST,2009,6.1072500000000005
Estonia,EST,2010,6.542
Estonia,EST,2011,5.853249999999999
Estonia,EST,2012,6.343
Estonia,EST,2013,6.4535
Estonia,EST,2014,5.0655
Estonia,EST,2015,4.541
Estonia,EST,2016,4.9807500000000005
Estonia,EST,2017,4.8887925
Estonia,EST,2018,5.003572777777778
Estonia,EST,2019,4.660553888888889
Estonia,EST,2020,4.286496388888889
Europe,,1965,379.1453058333333
Europe,,1966,429.2602533333333
Europe,,1967,514.3610627777778
Europe,,1968,666.4043030555555
Europe,,1969,859.5315466666666
Europe,,1970,1085.3882577777777
Europe,,1971,1336.557853888889
Europe,,1972,1627.107403611111
Europe,,1973,1849.1982238888888
Europe,,1974,2094.4464419444444
Europe,,1975,2248.595788611111
Europe,,1976,2444.750285833333
Europe,,1977,2560.344825277777
Europe,,1978,2663.357784722222
Europe,,1979,2811.9318916666666
Europe,,1980,2808.8427
Europe,,1981,2781.23275
Europe,,1982,2728.287373611111
Europe,,1983,2837.0487083333333
Europe,,1984,2971.7596583333334
Europe,,1985,4026.460644444445
Europe,,1986,4129.310083333333
Europe,,1987,4311.67545
Europe,,1988,4348.913122222222
Europe,,1989,4469.701155555556
Europe,,1990,4826.920530555555
Europe,,1991,4886.940125
Europe,,1992,4618.963855555556
Europe,,1993,4642.213758333333
Europe,,1994,4508.473205555556
Europe,,1995,4762.982091666667
Europe,,1996,5277.245116666666
Europe,,1997,5155.935858333333
Europe,,1998,5230.5369083333335
Europe,,1999,5438.862869444444
Europe,,2000,5584.936152777778
Europe,,2001,5694.591802777777
Europe,,2002,5712.716066666666
Europe,,2003,5971.038094444444
Europe,,2004,6115.665824999999
Europe,,2005,6275.513277777778
Europe,,2006,6228.661341666667
Europe,,2007,6173.632105555555
Europe,,2008,6259.03331111111
Europe,,2009,5774.758538888889
Europe,,2010,6229.469294444444
Europe,,2011,5804.173805555556
Europe,,2012,5657.226652777778
Europe,,2013,5543.861186111111
Europe,,2014,5000.054186111111
Europe,,2015,5092.000225
Europe,,2016,5374.38865
Europe,,2017,5588.029269444444
Europe,,2018,5483.245991666667
Europe,,2019,5534.740713888888
Europe,,2020,5410.972263888889
European Union,,1965,367.0913608333333
European Union,,1966,416.64464833333335
European Union,,1967,495.35827277777776
European Union,,1968,628.4307580555555
European Union,,1969,789.8718491666666
European Union,,1970,956.7551827777776
European Union,,1971,1133.068563888889
European Union,,1972,1340.764441111111
European Union,,1973,1538.979888888889
European Union,,1974,1723.5646594444445
European Union,,1975,1857.868118611111
European Union,,1976,2030.1902408333333
European Union,,1977,2115.3975452777777
European Union,,1978,2197.0816597222224
European Union,,1979,2298.784417222222
European Union,,1980,2290.25008
European Union,,1981,2253.893215555556
European Union,,1982,2193.687351111111
European Union,,1983,2276.8968425000003
European Union,,1984,2394.410672222222
European Union,,1985,2511.4228841666663
European Union,,1986,2547.80737
European Union,,1987,2681.791396111111
European Union,,1988,2679.2013122222224
European Union,,1989,2773.62452
European Union,,1990,2913.0430555555554
European Union,,1991,2982.06865
European Union,,1992,2883.6974694444443
European Union,,1993,2941.936713888889
European Union,,1994,2905.958780555555
European Union,,1995,3147.9519333333333
European Union,,1996,3419.710022222222
European Union,,1997,3328.076722222222
European Union,,1998,3419.5997166666666
European Union,,1999,3505.4227305555555
European Union,,2000,3588.841083333333
European Union,,2001,3713.2804472222224
European Union,,2002,3739.978883333333
European Union,,2003,3941.9381166666662
European Union,,2004,4048.062569444444
European Union,,2005,4186.891983333333
European Union,,2006,4173.682669444444
European Union,,2007,4105.031916666667
European Union,,2008,4187.076772222223
European Union,,2009,3933.2735722222224
European Union,,2010,4228.098186111111
European Union,,2011,3890.439269444444
European Union,,2012,3821.749625
European Union,,2013,3745.064425
European Union,,2014,3313.778372222222
European Union,,2015,3467.134877777778
European Union,,2016,3681.6176166666655
European Union,,2017,3851.7440833333335
European Union,,2018,3780.570477777778
European Union,,2019,3912.177708333333
European Union,,2020,3799.387091666667
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,4.444444444444445
Finland,FIN,1975,7.355
Finland,FIN,1976,8.618333333333334
Finland,FIN,1977,8.764999999999999
Finland,FIN,1978,9.543333333333331
Finland,FIN,1979,9.509444444444444
Finland,FIN,1980,8.945555555555556
Finland,FIN,1981,7.118055555555555
Finland,FIN,1982,6.723333333333333
Finland,FIN,1983,6.520277777777778
Finland,FIN,1984,7.467777777777778
Finland,FIN,1985,9.475555555555555
Finland,FIN,1986,11.472222222222223
Finland,FIN,1987,15.172222222222222
Finland,FIN,1988,16.32
Finland,FIN,1989,21.4
Finland,FIN,1990,25.21
Finland,FIN,1991,26.57
Finland,FIN,1992,27.59
Finland,FIN,1993,28.51
Finland,FIN,1994,31.47
Finland,FIN,1995,32.68
Finland,FIN,1996,34.18944444444444
Finland,FIN,1997,33.63833333333333
Finland,FIN,1998,38.53638888888889
Finland,FIN,1999,38.580000000000005
Finland,FIN,2000,39.41
Finland,FIN,2001,42.76
Finland,FIN,2002,42.46
Finland,FIN,2003,46.99999999999999
Finland,FIN,2004,45.28
Finland,FIN,2005,41.43
Finland,FIN,2006,44.28
Finland,FIN,2007,40.96
Finland,FIN,2008,41.88055555555555
Finland,FIN,2009,37.38
Finland,FIN,2010,41.3
Finland,FIN,2011,36.120000000000005
Finland,FIN,2012,31.945
Finland,FIN,2013,29.706666666666667
Finland,FIN,2014,26.556666666666665
Finland,FIN,2015,22.878611111111116
Finland,FIN,2016,20.076666666666668
Finland,FIN,2017,18.324166666666667
Finland,FIN,2018,21.012777777777774
Finland,FIN,2019,20.36111111111111
Finland,FIN,2020,19.57611111111111
France,FRA,1965,50.04699527777778
France,FRA,1966,52.79650166666666
France,FRA,1967,60.33925444444444
France,FRA,1968,72.1564975
France,FRA,1969,83.85049722222223
France,FRA,1970,95.52925027777778
France,FRA,1971,113.2255047222222
France,FRA,1972,133.88774666666666
France,FRA,1973,157.03650555555555
France,FRA,1974,163.95925166666666
France,FRA,1975,182.87000361111112
France,FRA,1976,196.45325055555557
France,FRA,1977,205.0852458333333
France,FRA,1978,218.7795011111111
France,FRA,1979,242.37600361111112
France,FRA,1980,251.719755
France,FRA,1981,255.7169975
France,FRA,1982,245.77225416666664
France,FRA,1983,261.80249972222225
France,FRA,1984,266.99200333333334
France,FRA,1985,285.79150305555555
France,FRA,1986,287.41524861111105
France,FRA,1987,290.8160002777778
France,FRA,1988,289.36125
France,FRA,1989,283.14774805555555
France,FRA,1990,302.7535
France,FRA,1991,331.66625
France,FRA,1992,330.99
France,FRA,1993,338.51475
France,FRA,1994,323.15025
France,FRA,1995,343.97825
France,FRA,1996,380.1465
France,FRA,1997,364.46925
France,FRA,1998,388.59475
France,FRA,1999,396.2115
France,FRA,2000,415.9635
France,FRA,2001,436.684
France,FRA,2002,435.94275
France,FRA,2003,457.26825
France,FRA,2004,466.92525
France,FRA,2005,477.12575
France,FRA,2006,460.8055
France,FRA,2007,447.60925
France,FRA,2008,463.8645
France,FRA,2009,447.31075
France,FRA,2010,495.6445
France,FRA,2011,430.19035083333335
France,FRA,2012,444.44295027777775
France,FRA,2013,451.4315369444444
France,FRA,2014,379.08350527777776
France,FRA,2015,407.5176458333333
France,FRA,2016,445.2993958333333
France,FRA,2017,447.6569897222223
France,FRA,2018,428.3838447222223
France,FRA,2019,436.62042333333335
France,FRA,2020,406.6228402777778
Germany,DEU,1965,30.97567361111111
Germany,DEU,1966,37.22992222222222
Germany,DEU,1967,47.98864861111111
Germany,DEU,1968,78.86974000000001
Germany,DEU,1969,112.31637388888888
Germany,DEU,1970,159.73752916666666
Germany,DEU,1971,211.02473222222224
Germany,DEU,1972,273.2243577777777
Germany,DEU,1973,352.3305530555556
Germany,DEU,1974,440.7649191666666
Germany,DEU,1975,465.1434836111111
Germany,DEU,1976,492.2885777777777
Germany,DEU,1977,522.7913402777777
