Entity,Code,Year,Gas consumption per capita (BP & UN (2017 revision))
Czechia,CZE,1999,8.712777048
Czechia,CZE,2000,8.472564612000001
Czechia,CZE,2001,9.094746828
Czechia,CZE,2002,8.804978015000001
Czechia,CZE,2003,8.907342774
Czechia,CZE,2004,8.422585763999999
Czechia,CZE,2005,8.759814827
Czechia,CZE,2006,8.581199775
Czechia,CZE,2007,7.94306691
Czechia,CZE,2008,7.93025393
Czechia,CZE,2009,7.428910538
Czechia,CZE,2010,8.39696054
Czechia,CZE,2011,7.590668412
Czechia,CZE,2012,7.531423253
Czechia,CZE,2013,7.625225394
Czechia,CZE,2014,6.777986549
Czechia,CZE,2015,7.109321725
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.02953156365
Denmark,DNK,1984,0.231869928
Denmark,DNK,1985,1.318943977
Denmark,DNK,1986,2.348894559
Denmark,DNK,1987,2.979500621
Denmark,DNK,1988,3.6303727070000003
Denmark,DNK,1989,3.865059398
Denmark,DNK,1990,4.110335987000001
Denmark,DNK,1991,4.732130418
Denmark,DNK,1992,4.959564399
Denmark,DNK,1993,5.552765792000001
Denmark,DNK,1994,6.1802369420000005
Denmark,DNK,1995,7.127070403
Denmark,DNK,1996,8.360112926
Denmark,DNK,1997,8.697539855999999
Denmark,DNK,1998,9.338311990000001
Denmark,DNK,1999,9.752751346
Denmark,DNK,2000,9.590532832000001
Denmark,DNK,2001,9.990489785
Denmark,DNK,2002,9.939201867
Denmark,DNK,2003,10.05207483
Denmark,DNK,2004,10.01764143
Denmark,DNK,2005,9.592113744
Denmark,DNK,2006,9.731807281
Denmark,DNK,2007,8.681898785
Denmark,DNK,2008,8.679134001000001
Denmark,DNK,2009,8.292474865
Denmark,DNK,2010,9.332356638
Denmark,DNK,2011,7.786966602000001
Denmark,DNK,2012,7.2367408
Denmark,DNK,2013,6.793023781
Denmark,DNK,2014,5.807712168
Denmark,DNK,2015,5.817243869
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0.11491097530000001
Ecuador,ECU,1971,0.1116688151
Ecuador,ECU,1972,0.1573892496
Ecuador,ECU,1973,0.0879472758
Ecuador,ECU,1974,0.17107454530000002
Ecuador,ECU,1975,0.20805333490000003
Ecuador,ECU,1976,0.1846700539
Ecuador,ECU,1977,0.11512924599999999
Ecuador,ECU,1978,0.11519476000000001
Ecuador,ECU,1979,0.08079866681
Ecuador,ECU,1980,0.061237807070000004
Ecuador,ECU,1981,0.09664197134
Ecuador,ECU,1982,0.1219405834
Ecuador,ECU,1983,0.14729707479999998
Ecuador,ECU,1984,0.2069312699
Ecuador,ECU,1985,0.2057046562
Ecuador,ECU,1986,0.1994164505
Ecuador,ECU,1987,0.1811044442
Ecuador,ECU,1988,0.2065872924
Ecuador,ECU,1989,0.15969227179999998
Ecuador,ECU,1990,0.2560899096
Ecuador,ECU,1991,0.3068428514
Ecuador,ECU,1992,0.3009163278
Ecuador,ECU,1993,0.338772858
Ecuador,ECU,1994,0.2991511885
Ecuador,ECU,1995,0.282602731
Ecuador,ECU,1996,0.2936496912
Ecuador,ECU,1997,0.2623456467
Ecuador,ECU,1998,0.26197386770000003
Ecuador,ECU,1999,0.2420045794
Ecuador,ECU,2000,0.25878015260000004
Ecuador,ECU,2001,0.2587912086
Ecuador,ECU,2002,0.1158812073
Ecuador,ECU,2003,0.1989124484
Ecuador,ECU,2004,0.248393432
Ecuador,ECU,2005,0.24804036450000003
Ecuador,ECU,2006,0.2916101258
Ecuador,ECU,2007,0.335126532
Ecuador,ECU,2008,0.2883841232
Ecuador,ECU,2009,0.34041515120000004
Ecuador,ECU,2010,0.3476690711
Ecuador,ECU,2011,0.3023100929
Ecuador,ECU,2012,0.3904129246
Ecuador,ECU,2013,0.4279209327
Ecuador,ECU,2014,0.43423333750000004
Ecuador,ECU,2015,0.4127677033
Egypt,EGY,1965,0.0166110765
Egypt,EGY,1966,0.018491990059999998
Egypt,EGY,1967,0.018016586390000002
Egypt,EGY,1968,0.01756141809
Egypt,EGY,1969,0.02171905132
Egypt,EGY,1970,0.02538629429
Egypt,EGY,1971,0.02480789458
Egypt,EGY,1972,0.02026406322
Egypt,EGY,1973,0.01591490433
Egypt,EGY,1974,0.01638796617
Egypt,EGY,1975,0.01335495508
Egypt,EGY,1976,0.09921566577
Egypt,EGY,1977,0.1173588461
Egypt,EGY,1978,0.184398134
Egypt,EGY,1979,0.2724525921
Egypt,EGY,1980,0.5174263935000001
Egypt,EGY,1981,0.5648264817
Egypt,EGY,1982,0.6025683263
Egypt,EGY,1983,0.6883499449
Egypt,EGY,1984,0.8610240068
Egypt,EGY,1985,1.027832396
Egypt,EGY,1986,1.1520094200000002
Egypt,EGY,1987,1.238692879
Egypt,EGY,1988,1.327868571
Egypt,EGY,1989,1.446519143
Egypt,EGY,1990,1.471266872
Egypt,EGY,1991,1.617642448
Egypt,EGY,1992,1.712084989
Egypt,EGY,1993,1.928539714
Egypt,EGY,1994,2.0098008270000003
Egypt,EGY,1995,2.0699281320000003
Egypt,EGY,1996,2.095545323
Egypt,EGY,1997,2.1202635169999997
Egypt,EGY,1998,2.128258197
Egypt,EGY,1999,2.501342627
Egypt,EGY,2000,2.994593253
Egypt,EGY,2001,3.600344196
Egypt,EGY,2002,3.821119288
Egypt,EGY,2003,4.201969989
Egypt,EGY,2004,4.401638913
Egypt,EGY,2005,4.307960068000001
Egypt,EGY,2006,4.888052116
Egypt,EGY,2007,5.048126568
Egypt,EGY,2008,5.280442083
Egypt,EGY,2009,5.399455056
Egypt,EGY,2010,5.6138367559999995
Egypt,EGY,2011,6.046417779
Egypt,EGY,2012,6.270908161
Egypt,EGY,2013,5.994134249
Egypt,EGY,2014,5.474412916
Egypt,EGY,2015,5.336478179
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0.9458722031
Finland,FIN,1975,1.558675827
Finland,FIN,1976,1.820350199
Finland,FIN,1977,1.846455774
Finland,FIN,1978,2.005638485
Finland,FIN,1979,1.9930322470000001
Finland,FIN,1980,1.8682334120000001
Finland,FIN,1981,1.479902765
Finland,FIN,1982,1.390526221
Finland,FIN,1983,1.3410199660000002
Finland,FIN,1984,1.527714019
Finland,FIN,1985,1.9293689870000001
Finland,FIN,1986,2.326861818
Finland,FIN,1987,3.067342924
Finland,FIN,1988,3.289601654
Finland,FIN,1989,4.299679634
Finland,FIN,1990,5.045812616
Finland,FIN,1991,5.293751401000001
Finland,FIN,1992,5.468862272000001
Finland,FIN,1993,5.621290633
Finland,FIN,1994,6.174102631
Finland,FIN,1995,6.384053151
Finland,FIN,1996,6.6555546450000005
Finland,FIN,1997,6.529501519
Finland,FIN,1998,7.462157832
Finland,FIN,1999,7.453738713
Finland,FIN,2000,7.5964436079999995
Finland,FIN,2001,8.222319521
Finland,FIN,2002,8.14443931
Finland,FIN,2003,8.991596301
Finland,FIN,2004,8.637619618999999
Finland,FIN,2005,7.878032914
Finland,FIN,2006,8.390225047
Finland,FIN,2007,7.731198898
Finland,FIN,2008,7.872429897
Finland,FIN,2009,6.996533179
Finland,FIN,2010,7.696920971
Finland,FIN,2011,6.7022412430000005
Finland,FIN,2012,5.901555150999999
Finland,FIN,2013,5.464183357
Finland,FIN,2014,4.8640596
Finland,FIN,2015,4.173431778
France,FRA,1965,1.022233388
France,FRA,1966,1.068372751
France,FRA,1967,1.211673524
France,FRA,1968,1.439286399
France,FRA,1969,1.661300123
France,FRA,1970,1.878636835
France,FRA,1971,2.207995176
France,FRA,1972,2.587373677
France,FRA,1973,3.0072629579999997
France,FRA,1974,3.113964727
France,FRA,1975,3.449248984
France,FRA,1976,3.685618451
France,FRA,1977,3.831762244
France,FRA,1978,4.077986457
France,FRA,1979,4.579055208
France,FRA,1980,4.6405172100000005
France,FRA,1981,4.688620312
France,FRA,1982,4.500571707
France,FRA,1983,4.755627992
France,FRA,1984,4.946936259
France,FRA,1985,5.096432184
France,FRA,1986,5.080608633
France,FRA,1987,5.213819438000001
France,FRA,1988,4.920343997
France,FRA,1989,5.0201607610000005
France,FRA,1990,5.161443129999999
France,FRA,1991,5.737159016
France,FRA,1992,5.677925813
France,FRA,1993,5.833541837
France,FRA,1994,5.581018398
France,FRA,1995,5.924611756
France,FRA,1996,6.454272789
France,FRA,1997,6.203436757
France,FRA,1998,6.583641351000001
France,FRA,1999,6.761881213
France,FRA,2000,6.97955239
France,FRA,2001,7.290151657000001
France,FRA,2002,7.239852509
France,FRA,2003,7.490874918
France,FRA,2004,7.6701447719999996
France,FRA,2005,7.798632270000001
France,FRA,2006,7.483174358
France,FRA,2007,7.22214057
France,FRA,2008,7.4439467189999995
France,FRA,2009,7.129749984
France,FRA,2010,7.863009975
France,FRA,2011,6.792600331
France,FRA,2012,6.985049838
France,FRA,2013,7.063902765
France,FRA,2014,5.907079596
France,FRA,2015,6.324584995
Germany,DEU,1965,0.40620677289999996
Germany,DEU,1966,0.48466151430000004
Germany,DEU,1967,0.6203878096
Germany,DEU,1968,1.013210252
Germany,DEU,1969,1.435268169
Germany,DEU,1970,2.032982852
Germany,DEU,1971,2.6784340330000003
Germany,DEU,1972,3.462844697
Germany,DEU,1973,4.463487087000001
Germany,DEU,1974,5.585155167
Germany,DEU,1975,5.897858981000001
Germany,DEU,1976,6.2477533670000005
Germany,DEU,1977,6.642685855
Germany,DEU,1978,7.1310363930000005
Germany,DEU,1979,7.8959811879999995
Germany,DEU,1980,7.799796675
Germany,DEU,1981,7.474310234
Germany,DEU,1982,6.9518575270000005
Germany,DEU,1983,7.241841923
Germany,DEU,1984,7.571023361
Germany,DEU,1985,7.482123592
Germany,DEU,1986,7.4488616290000005
Germany,DEU,1987,8.05360798
Germany,DEU,1988,7.898145117
Germany,DEU,1989,8.046154291
Germany,DEU,1990,8.058844923
Germany,DEU,1991,8.410700308
Germany,DEU,1992,8.265567883
Germany,DEU,1993,8.694890315
Germany,DEU,1994,8.809070209
Germany,DEU,1995,9.568781777
Germany,DEU,1996,10.68339842
Germany,DEU,1997,10.196748190000001
Germany,DEU,1998,10.29028443
Germany,DEU,1999,10.26232561
Germany,DEU,2000,10.1763242
Germany,DEU,2001,10.72512233
Germany,DEU,2002,10.698539310000001
Germany,DEU,2003,10.81843115
Germany,DEU,2004,10.86952692
Germany,DEU,2005,11.05420413
Germany,DEU,2006,11.28360292
Germany,DEU,2007,10.89640267
Germany,DEU,2008,11.03162689
Germany,DEU,2009,10.4278989
Germany,DEU,2010,10.88713568
Germany,DEU,2011,9.990948452000001
Germany,DEU,2012,10.005406390000001
Germany,DEU,2013,10.45643118
Germany,DEU,2014,9.068025045
Germany,DEU,2015,9.418148753
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0.08603485498
Greece,GRC,1983,0.08148240411
Greece,GRC,1984,0.0891414614
Greece,GRC,1985,0.08333551384
Greece,GRC,1986,0.1136094493
Greece,GRC,1987,0.1291183669
Greece,GRC,1988,0.15413925050000002
Greece,GRC,1989,0.1545580774
Greece,GRC,1990,0.1567540811
Greece,GRC,1991,0.153453546
Greece,GRC,1992,0.14031590170000002
Greece,GRC,1993,0.1023234762
Greece,GRC,1994,0.05177907569
Greece,GRC,1995,0.04729189596
Greece,GRC,1996,0.052684002960000004
Greece,GRC,1997,0.1814367013
Greece,GRC,1998,0.7927322759000001
Greece,GRC,1999,1.4136396789999999
Greece,GRC,2000,1.888632458
Greece,GRC,2001,1.856814538
Greece,GRC,2002,1.991220205
Greece,GRC,2003,2.245713748
Greece,GRC,2004,2.46272183
Greece,GRC,2005,2.472912621
Greece,GRC,2006,2.9059691659999998
Greece,GRC,2007,3.415180007
Greece,GRC,2008,3.548866483
Greece,GRC,2009,2.9737813980000003
Greece,GRC,2010,3.258395334
Greece,GRC,2011,4.026146058
Greece,GRC,2012,3.714820124
Greece,GRC,2013,3.295286403
Greece,GRC,2014,2.524934065
Greece,GRC,2015,2.63161588
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0.055573059790000004
Hong Kong,HKG,1996,3.443382256
Hong Kong,HKG,1997,5.2797137560000005
Hong Kong,HKG,1998,4.863381771999999
Hong Kong,HKG,1999,5.276640261
Hong Kong,HKG,2000,4.709923339
Hong Kong,HKG,2001,4.711959765
Hong Kong,HKG,2002,4.451906956
Hong Kong,HKG,2003,2.852964077
Hong Kong,HKG,2004,4.109366632
Hong Kong,HKG,2005,4.103661419
Hong Kong,HKG,2006,4.480568647
Hong Kong,HKG,2007,4.162788357
Hong Kong,HKG,2008,4.786402313
Hong Kong,HKG,2009,4.619875917000001
Hong Kong,HKG,2010,5.706995055
Hong Kong,HKG,2011,4.518984155
Hong Kong,HKG,2012,4.137469588
Hong Kong,HKG,2013,3.8749526000000003
Hong Kong,HKG,2014,3.700895468
Hong Kong,HKG,2015,4.688664567
Hungary,HUN,1965,1.337005138
Hungary,HUN,1966,1.651217588
Hungary,HUN,1967,2.110942095
Hungary,HUN,1968,2.64617598
Hungary,HUN,1969,3.138179718
Hungary,HUN,1970,3.5068307620000003
Hungary,HUN,1971,3.6404972979999997
Hungary,HUN,1972,3.918864432
Hungary,HUN,1973,4.641282908
Hungary,HUN,1974,4.9277489800000005
Hungary,HUN,1975,5.452814452
Hungary,HUN,1976,6.515813223
Hungary,HUN,1977,6.98310052
Hungary,HUN,1978,7.606372797000001
Hungary,HUN,1979,8.003198401
Hungary,HUN,1980,8.621270792999999
Hungary,HUN,1981,8.824911745
Hungary,HUN,1982,9.242791651
Hungary,HUN,1983,9.254788306
Hungary,HUN,1984,9.471913207
Hungary,HUN,1985,9.716028961000001
Hungary,HUN,1986,10.35213549
Hungary,HUN,1987,10.321318999999999
Hungary,HUN,1988,10.247989299999999
Hungary,HUN,1989,10.47362818
Hungary,HUN,1990,9.988665921
Hungary,HUN,1991,9.918348982
Hungary,HUN,1992,8.722729284
Hungary,HUN,1993,9.386258256
Hungary,HUN,1994,9.480107602
Hungary,HUN,1995,10.30971585
Hungary,HUN,1996,11.52248073
Hungary,HUN,1997,10.95291958
Hungary,HUN,1998,11.05999316
Hungary,HUN,1999,11.238662840000002
Hungary,HUN,2000,10.98791656
Hungary,HUN,2001,12.21940957
Hungary,HUN,2002,12.365091399999999
Hungary,HUN,2003,13.629986390000001
Hungary,HUN,2004,13.4663611
Hungary,HUN,2005,13.944677350000001
Hungary,HUN,2006,13.25015782
Hungary,HUN,2007,12.42005444
Hungary,HUN,2008,12.29306667
Hungary,HUN,2009,10.68751971
Hungary,HUN,2010,11.498389040000001
Hungary,HUN,2011,11.02576566
Hungary,HUN,2012,9.868575551
Hungary,HUN,2013,9.226192281
Hungary,HUN,2014,8.271737726
Hungary,HUN,2015,8.901591130000002
India,IND,1965,0.004766945401
India,IND,1966,0.005240986813
India,IND,1967,0.006858450762000001
India,IND,1968,0.0074612148210000005
India,IND,1969,0.008762687942
India,IND,1970,0.01243199212
India,IND,1971,0.01287983517
India,IND,1972,0.01380608526
India,IND,1973,0.013453082650000002
India,IND,1974,0.01487587589
India,IND,1975,0.01860738692
India,IND,1976,0.02208984215
India,IND,1977,0.02305850298
India,IND,1978,0.025172616090000002
India,IND,1979,0.030597855679999997
India,IND,1980,0.01768451097
India,IND,1981,0.030166537349999998
India,IND,1982,0.03864168726
India,IND,1983,0.04492568969
India,IND,1984,0.05028779657
India,IND,1985,0.060140614270000003
India,IND,1986,0.08218920697
India,IND,1987,0.09263505472
India,IND,1988,0.1062146301
India,IND,1989,0.1236484406
India,IND,1990,0.1448843628
India,IND,1991,0.1581011015
India,IND,1992,0.1732569311
India,IND,1993,0.1726100798
India,IND,1994,0.1830185912
India,IND,1995,0.2046813017
India,IND,1996,0.21920534860000002
India,IND,1997,0.2339001025
India,IND,1998,0.2519987422
India,IND,1999,0.25357853
India,IND,2000,0.2619192898
India,IND,2001,0.2580751531
India,IND,2002,0.2649772238
India,IND,2003,0.2789974855
India,IND,2004,0.296164027
India,IND,2005,0.3262639003
India,IND,2006,0.3357701431
India,IND,2007,0.35776955
India,IND,2008,0.363245376
India,IND,2009,0.4370296723
India,IND,2010,0.512811296
India,IND,2011,0.5126758624000001
India,IND,2012,0.5889752294999999
India,IND,2013,0.4035840851
India,IND,2014,0.3949340936
India,IND,2015,0.36572285979999997
Indonesia,IDN,1965,0.052173838140000005
Indonesia,IDN,1966,0.05179302459
Indonesia,IDN,1967,0.06160504191
Indonesia,IDN,1968,0.06091715425
Indonesia,IDN,1969,0.1117228071
Indonesia,IDN,1970,0.1129226703
Indonesia,IDN,1971,0.11124845430000001
Indonesia,IDN,1972,0.10625170780000001
Indonesia,IDN,1973,0.06739733677
Indonesia,IDN,1974,0.09251793534
Indonesia,IDN,1975,0.1865616761
Indonesia,IDN,1976,0.1835484169
Indonesia,IDN,1977,0.3811112206
Indonesia,IDN,1978,0.43009200470000003
Indonesia,IDN,1979,0.5420472966
Indonesia,IDN,1980,0.4989004536
Indonesia,IDN,1981,0.4866797228
Indonesia,IDN,1982,0.45185798779999997
Indonesia,IDN,1983,0.5927428228
Indonesia,IDN,1984,0.6770434544
Indonesia,IDN,1985,0.7840155039
Indonesia,IDN,1986,0.8285239444
Indonesia,IDN,1987,0.8405103375999999
Indonesia,IDN,1988,0.875634731
Indonesia,IDN,1989,0.9625261055
Indonesia,IDN,1990,0.9760625295
Indonesia,IDN,1991,1.1042427970000002
Indonesia,IDN,1992,1.184075838
Indonesia,IDN,1993,1.23550956
Indonesia,IDN,1994,1.4400449960000001
Indonesia,IDN,1995,1.49526236
Indonesia,IDN,1996,1.5336057269999999
Indonesia,IDN,1997,1.576714699
Indonesia,IDN,1998,1.498804573
Indonesia,IDN,1999,1.606158932
Indonesia,IDN,2000,1.608957391
Indonesia,IDN,2001,1.641006795
Indonesia,IDN,2002,1.759118471
Indonesia,IDN,2003,1.849672291
Indonesia,IDN,2004,1.669516454
Indonesia,IDN,2005,1.6554072430000002
Indonesia,IDN,2006,1.6651020799999998
Indonesia,IDN,2007,1.533288856
Indonesia,IDN,2008,1.733339124
Indonesia,IDN,2009,1.8139713690000001
Indonesia,IDN,2010,1.8729378280000002
Indonesia,IDN,2011,1.793553564
Indonesia,IDN,2012,1.776858933
Indonesia,IDN,2013,1.695676752
Indonesia,IDN,2014,1.6761753160000001
Indonesia,IDN,2015,1.639590075
Iran,IRN,1965,0.3469716692
Iran,IRN,1966,0.35427094060000003
Iran,IRN,1967,0.3616217733
Iran,IRN,1968,0.37605677600000004
Iran,IRN,1969,0.4296249371
Iran,IRN,1970,0.9920193463000001
Iran,IRN,1971,1.118128629
Iran,IRN,1972,1.246154816
Iran,IRN,1973,1.4729948629999998
Iran,IRN,1974,1.4561447650000001
Iran,IRN,1975,1.442668401
Iran,IRN,1976,1.57654403
Iran,IRN,1977,1.56249341
Iran,IRN,1978,1.170921366
Iran,IRN,1979,1.514807157
Iran,IRN,1980,1.299816563
Iran,IRN,1981,1.357932155
Iran,IRN,1982,1.7857680980000001
Iran,IRN,1983,1.9585095380000002
Iran,IRN,1984,2.1881248660000003
Iran,IRN,1985,2.26741663
Iran,IRN,1986,2.09359287
Iran,IRN,1987,2.4658278399999998
Iran,IRN,1988,2.582295781
Iran,IRN,1989,3.159469327
Iran,IRN,1990,4.493534997
Iran,IRN,1991,5.124451479999999
Iran,IRN,1992,5.805029228
Iran,IRN,1993,3.1021531799999997
Iran,IRN,1994,4.84385984
Iran,IRN,1995,5.830113176
Iran,IRN,1996,6.74452305
Iran,IRN,1997,7.024937009
Iran,IRN,1998,8.017734681
Iran,IRN,1999,9.363431411
Iran,IRN,2000,9.960813104000001
Iran,IRN,2001,10.98894839
Iran,IRN,2002,12.75080046
Iran,IRN,2003,12.92829642
Iran,IRN,2004,14.84503443
Iran,IRN,2005,15.271959090000001
Iran,IRN,2006,16.45849912
Iran,IRN,2007,18.239372780000004
Iran,IRN,2008,19.136039550000003
Iran,IRN,2009,20.27206289
Iran,IRN,2010,21.45882422
Iran,IRN,2011,22.48845156
Iran,IRN,2012,22.11169151
Iran,IRN,2013,22.01580298
Iran,IRN,2014,24.51817553
Iran,IRN,2015,25.15916058
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0.8847027049
Ireland,IRL,1980,2.5528791809999998
Ireland,IRL,1981,3.7975368050000005
Ireland,IRL,1982,5.5207796060000005
Ireland,IRL,1983,5.92732948
Ireland,IRL,1984,6.244530012999999
Ireland,IRL,1985,6.407176071
Ireland,IRL,1986,4.510218276
Ireland,IRL,1987,4.493415011
Ireland,IRL,1988,5.392840012
Ireland,IRL,1989,6.119355623000001
Ireland,IRL,1990,6.115981561
Ireland,IRL,1991,6.253396246
Ireland,IRL,1992,6.16404642
Ireland,IRL,1993,6.970262074000001
Ireland,IRL,1994,7.048292447
Ireland,IRL,1995,7.449605578
Ireland,IRL,1996,8.397330977
Ireland,IRL,1997,8.699480992000002
Ireland,IRL,1998,8.707220502
Ireland,IRL,1999,9.201174803
Ireland,IRL,2000,10.40385047
Ireland,IRL,2001,10.683090270000001
Ireland,IRL,2002,10.7809545
Ireland,IRL,2003,10.50837785
Ireland,IRL,2004,10.289894109999999
Ireland,IRL,2005,9.598322042
Ireland,IRL,2006,10.66689827
Ireland,IRL,2007,11.33099655
Ireland,IRL,2008,11.62847423
Ireland,IRL,2009,10.84823461
Ireland,IRL,2010,11.816183440000001
Ireland,IRL,2011,10.31404508
Ireland,IRL,2012,10.02612311
Ireland,IRL,2013,9.541321251
Ireland,IRL,2014,9.235913209000001
Ireland,IRL,2015,9.305169394
Israel,ISR,1965,0.3191248253
Israel,ISR,1966,0.4026857151
Israel,ISR,1967,0.4405612496
Israel,ISR,1968,0.5531464216
Israel,ISR,1969,0.5554764843000001
Israel,ISR,1970,0.4943650087
Israel,ISR,1971,0.4490293402
Israel,ISR,1972,0.4296531283
Israel,ISR,1973,0.1803657224
Israel,ISR,1974,0.2134496628
Israel,ISR,1975,0.18937794260000002
Israel,ISR,1976,0.1776107959
Israel,ISR,1977,0.1721736263
Israel,ISR,1978,0.1655746459
Israel,ISR,1979,0.1154477457
Israel,ISR,1980,0.005382237697
Israel,ISR,1981,0.005593436458
Israel,ISR,1982,0.12234354709999999
Israel,ISR,1983,0.1704016045
Israel,ISR,1984,0.14634642450000002
Israel,ISR,1985,0.1354634339
Israel,ISR,1986,0.09994178378
Israel,ISR,1987,0.11205634190000001
Israel,ISR,1988,0.10104031290000001
Israel,ISR,1989,0.0907898849
Israel,ISR,1990,0.07652704413
Israel,ISR,1991,0.061727179730000005
Israel,ISR,1992,0.05097188809
Israel,ISR,1993,0.048965640559999996
Israel,ISR,1994,0.043660767579999996
Israel,ISR,1995,0.049290208190000004
Israel,ISR,1996,0.0300816853
Israel,ISR,1997,0.03499945874
Israel,ISR,1998,0.021489599170000002
Israel,ISR,1999,0.01891512539
Israel,ISR,2000,0.016658624719999997
Israel,ISR,2001,0.01711761489
Israel,ISR,2002,0.01501133867
Israel,ISR,2003,0.01339702087
Israel,ISR,2004,1.925500558
Israel,ISR,2005,2.599721035
Israel,ISR,2006,3.548287389
Israel,ISR,2007,4.142840531
Israel,ISR,2008,5.559857751
Israel,ISR,2009,6.019908103
Israel,ISR,2010,7.526809669
Israel,ISR,2011,6.859277341
Israel,ISR,2012,3.466747109
Israel,ISR,2013,9.274432449
Israel,ISR,2014,9.977573023000001
Israel,ISR,2015,10.915364499999999
Italy,ITA,1965,1.4256505830000001
Italy,ITA,1966,1.5450392480000001
Italy,ITA,1967,1.6756674980000001
Italy,ITA,1968,1.954420981
Italy,ITA,1969,2.13128622
Italy,ITA,1970,2.2835947649999997
Italy,ITA,1971,2.3428668029999997
Italy,ITA,1972,2.6683273009999997
Italy,ITA,1973,2.977787625
Italy,ITA,1974,3.328387271
Italy,ITA,1975,3.814008731
Italy,ITA,1976,4.595342622
Italy,ITA,1977,4.67281193
Italy,ITA,1978,4.586289586
Italy,ITA,1979,4.6959827050000005
Italy,ITA,1980,4.646705156
Italy,ITA,1981,4.4930091469999995
Italy,ITA,1982,4.466251927
Italy,ITA,1983,4.582922631000001
Italy,ITA,1984,5.389667601
Italy,ITA,1985,5.47075746
Italy,ITA,1986,5.779288592
Italy,ITA,1987,6.407576069
Italy,ITA,1988,6.949680585
Italy,ITA,1989,7.516280092
Italy,ITA,1990,7.951744285
Italy,ITA,1991,8.443757752
Italy,ITA,1992,8.360619083
Italy,ITA,1993,8.525316012
Italy,ITA,1994,8.23461997
Italy,ITA,1995,9.070020076999999
Italy,ITA,1996,9.361520868
Italy,ITA,1997,9.728053739000002
Italy,ITA,1998,10.47957578
Italy,ITA,1999,11.38511727
Italy,ITA,2000,11.84745794
Italy,ITA,2001,11.836006789999999
Italy,ITA,2002,11.69564049
Italy,ITA,2003,12.81805314
Italy,ITA,2004,13.22202195
Italy,ITA,2005,14.074423070000002
Italy,ITA,2006,13.720202050000001
Italy,ITA,2007,13.63331408
Italy,ITA,2008,13.587945390000002
Italy,ITA,2009,12.460638750000001
Italy,ITA,2010,13.2513237
Italy,ITA,2011,12.41903601
Italy,ITA,2012,11.9457564
Italy,ITA,2013,11.185296780000002
Italy,ITA,2014,9.896942568
Italy,ITA,2015,10.808548779999999
Japan,JPN,1965,0.18549574519999998
Japan,JPN,1966,0.1881593043
Japan,JPN,1967,0.1922832371
Japan,JPN,1968,0.2065697261
Japan,JPN,1969,0.2255320777
